id_replic,sentiment_old,sentiment,check,html_text,text,text_len
5410,fear,fear,yes,"Боже! Кто здесь? Спасите меня! <i>— отвечала, бросаясь к нему в совершенном отчаянии, Лариса.</i>",Боже! Кто здесь? Спасите меня! ,5
556,sadness,sadness,yes,"Нет, мой друг, будет! не хочу я тебе, на прощание, неприятного слова сказать... а нельзя мне здесь оставаться! Не у чего! Батюшка! помолимтесь!","Нет, мой друг, будет! не хочу я тебе, на прощание, неприятного слова сказать... а нельзя мне здесь оставаться! Не у чего! Батюшка! помолимтесь!",23
1061,sadness,sadness,yes,"Ах, нету-ти их, нету-ти, ушедши они со двора, <i>— отвечала с сожалением баба.</i>","Ах, нету-ти их, нету-ти, ушедши они со двора, ",8
396,surprise: positive,joy,yes,"Это ты ловко! Ну, а что же дальше?","Это ты ловко! Ну, а что же дальше?",8
1138,disgust,disgust,yes,"Ну я его видел, как мы через мост переезжали. Должно быть, скотина?","Ну я его видел, как мы через мост переезжали. Должно быть, скотина?",12
554,sadness,sadness,yes,"Не особенно. Обращаюсь к нему при случае, как и вообще ко всем, кто может помочь. Ах, мой друг, так нам тяжело, так тяжело! Ты представь себе только это одно: захотят нас простить — мы живы; не захотят — погибли. Одна эта мысль... ах!","Не особенно. Обращаюсь к нему при случае, как и вообще ко всем, кто может помочь. Ах, мой друг, так нам тяжело, так тяжело! Ты представь себе только это одно: захотят нас простить — мы живы; не захотят — погибли. Одна эта мысль... ах!",43
1623,sadness,sadness,yes,"А знаете, что я вам скажу, <i>— сказала Дарья Александровна, — </i>мне ее ужасно, ужасно жалко. Вы страдаете только от гордости...","А знаете, что я вам скажу, мне ее ужасно, ужасно жалко. Вы страдаете только от гордости...",16
1214,neutral,neutral,yes,"Слушаю... слушаю! Только не могу не выразить своего сожаления, потому что Сипягин человек очень сильный.","Слушаю... слушаю! Только не могу не выразить своего сожаления, потому что Сипягин человек очень сильный.",15
648,surprise: negative,surprise,yes,Что-о-о? <i>— вспрянула и выпрямилась в креслах Варвара Петровна. — </i>Какая я вам тетя? Что вы подразумевали?,Что-о-о? Какая я вам тетя? Что вы подразумевали?,8
114,neutral,neutral,yes,"Это жалко, лучше бы, если б вы из арифметики по крайности хоть четыре правила сложения знали, то бы вам было гораздо пользительнее, чем весь Полусонник. Тогда бы вы могли сообразить, что в каждой машине расчет силы есть, а то вот хоша вы очень в руках искусны, а не сообразили, что такая малая машинка, как в нимфозории, на самую аккуратную точность рассчитана и ее подковок несть не может. Через это теперь нимфозория и не прыгает и дансе не танцует.","Это жалко, лучше бы, если б вы из арифметики по крайности хоть четыре правила сложения знали, то бы вам было гораздо пользительнее, чем весь Полусонник. Тогда бы вы могли сообразить, что в каждой машине расчет силы есть, а то вот хоша вы очень в руках искусны, а не сообразили, что такая малая машинка, как в нимфозории, на самую аккуратную точность рассчитана и ее подковок несть не может. Через это теперь нимфозория и не прыгает и дансе не танцует.",78
4131,anger,anger,yes,"Я никогда не хвастаюсь и никогда не говорю неправду, <i>— сказал он тихо, удерживая поднимавшийся в нем гнев. — </i>Очень жаль, если ты не уважаешь...","Я никогда не хвастаюсь и никогда не говорю неправду, Очень жаль, если ты не уважаешь...",15
1966,anger,anger,yes,"Так, ничего. Вздумали поддеть меня! А называли когда-то неглупым человеком! хотите играть мной, как мячиком, — это обидно! Не век же быть юношей. К чему-нибудь да пригодилась школа, которую я прошел. Как вы пустились ораторствовать! будто у меня нет глаз? Вы только устроили фокус, а я смотрел.","Так, ничего. Вздумали поддеть меня! А называли когда-то неглупым человеком! хотите играть мной, как мячиком, — это обидно! Не век же быть юношей. К чему-нибудь да пригодилась школа, которую я прошел. Как вы пустились ораторствовать! будто у меня нет глаз? Вы только устроили фокус, а я смотрел.",47
342,anger,anger,yes,"Не только рожала, а меня из-за него, мерзавца, тогда чуть на куски не изрезали... Представь себе: ногами вниз, да еще руки по швам <i>— точно в поход собрался! А сколько я мук приняла, покуда тяжела им ходила... и вот благодарность за все!</i>","Не только рожала, а меня из-за него, мерзавца, тогда чуть на куски не изрезали... Представь себе: ногами вниз, да еще руки по швам ",23
2491,sadness,sadness,yes,"Родя, милый мой, первенец ты мой, <i>— говорила она, рыдая, — </i>вот ты теперь такой же, как был маленький, так же приходил ко мне, так же обнимал и целовал меня; еще когда мы с отцом жили и бедовали, ты утешал нас одним уже тем, что был с нами, а как я похоронила отца, — то сколько раз мы, обнявшись с тобой вот так, как теперь, на могилке его плакали. А что я давно плачу, то это сердце материнское беду предузнало. Я как только в первый раз увидела тебя тогда, вечером, помнишь, как мы только что приехали сюда, то все по твоему взгляду одному угадала, так сердце у меня тогда и дрогнуло, а сегодня как отворила тебе, взглянула, ну, думаю, видно пришел час роковой. Родя, Родя, ты ведь не сейчас едешь?","Родя, милый мой, первенец ты мой, вот ты теперь такой же, как был маленький, так же приходил ко мне, так же обнимал и целовал меня; еще когда мы с отцом жили и бедовали, ты утешал нас одним уже тем, что был с нами, а как я похоронила отца, — то сколько раз мы, обнявшись с тобой вот так, как теперь, на могилке его плакали. А что я давно плачу, то это сердце материнское беду предузнало. Я как только в первый раз увидела тебя тогда, вечером, помнишь, как мы только что приехали сюда, то все по твоему взгляду одному угадала, так сердце у меня тогда и дрогнуло, а сегодня как отворила тебе, взглянула, ну, думаю, видно пришел час роковой. Родя, Родя, ты ведь не сейчас едешь?",125
230,neutral,neutral,yes,"Ничего, мама, ничего! только вы подождите. Нам обеим надо подождать. Не спрашивайте ничего до завтра — и давайте разбирать вишни, пока солнце не село.","Ничего, мама, ничего! только вы подождите. Нам обеим надо подождать. Не спрашивайте ничего до завтра — и давайте разбирать вишни, пока солнце не село.",24
170,sadness,sadness,yes,"Мамочка, не гони Настю: она бедная! <i>— запросила девочка и опять заплакала и обхватила ручонками Настю.</i>","Мамочка, не гони Настю: она бедная! ",6
1449,sadness,sadness,yes,"Все скверно, какая же у нас теперь литература? Ни с кем ужиться нельзя.","Все скверно, какая же у нас теперь литература? Ни с кем ужиться нельзя.",13
1998,neutral,neutral,yes,"Так я приду к вам, можно? <i>— пролепетал мне наскоро Тришатов, спеша за своим другом.</i>","Так я приду к вам, можно? ",6
361,sadness,sadness,yes,Уж так нам их жалко! так жалко! <i>— подтвердила и Матрена Ивановна.</i>,Уж так нам их жалко! так жалко! ,7
346,sadness,sadness,yes,"Да; оно, знаете... дело капитальное!.. А как мне больно-то, больно-то, если бы вы знали!","Да; оно, знаете... дело капитальное!.. А как мне больно-то, больно-то, если бы вы знали!",14
144,sadness,sadness,yes,"Да, да, <i>— пробормотал я, — </i>такое несчастье.","Да, да, такое несчастье.",4
2325,disgust,disgust,yes,"Я всё знаю! <i>— вскричала она с новым волнением: — </i>вы жили тогда в одних комнатах, целый месяц, с этою мерзкою женщиной, с которою вы убежали...","Я всё знаю! вы жили тогда в одних комнатах, целый месяц, с этою мерзкою женщиной, с которою вы убежали...",19
1756,sadness,sadness,yes,Потому что «друг» у вас уж есть? <i>— с горечью произнес я.</i>,Потому что «друг» у вас уж есть? ,7
42,joy,joy,yes,"Что-то на дачу больно похоже будет... а впрочем, это все пустяки. Какой зато здесь воздух! Как славно пахнет! Право, мне кажется, нигде в мире так не пахнет, как в здешних краях! Да и небо здесь...","Что-то на дачу больно похоже будет... а впрочем, это все пустяки. Какой зато здесь воздух! Как славно пахнет! Право, мне кажется, нигде в мире так не пахнет, как в здешних краях! Да и небо здесь...",35
10,sadness,sadness,yes,"Право, не знаю, как быть, <i>— сказал редактор, конфузясь, — </i>Уж очень, знаете ли, длинно и... скучно.","Право, не знаю, как быть, Уж очень, знаете ли, длинно и... скучно.",12
4413,disgust,disgust,yes,"Ну, извините, я уж не могу с вами и говорить после того, что вы сказали при двух женщинах.","Ну, извините, я уж не могу с вами и говорить после того, что вы сказали при двух женщинах.",18
537,sadness,sadness,yes,"Гм... да, вот это так. Действительно, оно... Но согласитесь, что это тяжело. И каждый ведь день, каждый день мы должны приносить эти жертвы!","Гм... да, вот это так. Действительно, оно... Но согласитесь, что это тяжело. И каждый ведь день, каждый день мы должны приносить эти жертвы!",23
36,sadness,sadness,yes,"Ах, Яшенька, ты решительно скучаешь со мной! <i>— снова приступала Наталья Павловна, и в голосе ее слышалось даже некоторое нетерпение.</i>","Ах, Яшенька, ты решительно скучаешь со мной! ",7
251,sadness,sadness,yes,"Ах, как это жалко!.. что ж, я ее не хочу беспокоить... я посижу с Марьей Петровной...","Ах, как это жалко!.. что ж, я ее не хочу беспокоить... я посижу с Марьей Петровной...",16
76,surprise: negative,surprise,yes,Как? Что за вздор!,Как? Что за вздор!,4
779,joy,joy,yes,Да и вода-то какая! чистая-чистая... словно слеза! <i>— подтверждает матушка.</i>,Да и вода-то какая! чистая-чистая... словно слеза! ,7
3018,sadness,sadness,yes,"Скорей, Marie, скорей... это все пустяки и — как ты измокла! Тише, тут подыматься, — как жаль, что нет огня, — лестница крутая, держись крепче, крепче, ну вот и моя каморка. Извини, я без огня... сейчас!","Скорей, Marie, скорей... это все пустяки и — как ты измокла! Тише, тут подыматься, — как жаль, что нет огня, — лестница крутая, держись крепче, крепче, ну вот и моя каморка. Извини, я без огня... сейчас!",36
4216,neutral,neutral,yes,"Да, да, разумеется, я так и думал, но, впрочем, это уж всегда так бывает. Оттого все у вас до сих пор так вяло и шло, что вы связаны его мучениями.","Да, да, разумеется, я так и думал, но, впрочем, это уж всегда так бывает. Оттого все у вас до сих пор так вяло и шло, что вы связаны его мучениями.",30
70,sadness,sadness,yes,"Постой, постой, старик! <i>— заговорил я почти с отчаянием. — </i>Какой ты, право, сегодня неразговорчивый... Скажи мне по крайней мере, твоя барыня — встала она, что ли?","Постой, постой, старик! Какой ты, право, сегодня неразговорчивый... Скажи мне по крайней мере, твоя барыня — встала она, что ли?",20
858,neutral,neutral,yes,"Успокойтесь, старики. Съезжу в Каир, получу прогонные деньги, сдам Араби-пашу в плен — жаль однокашника, а делать нечего! — и возвращусь.","Успокойтесь, старики. Съезжу в Каир, получу прогонные деньги, сдам Араби-пашу в плен — жаль однокашника, а делать нечего! — и возвращусь.",21
817,joy,joy,yes,Вот это бесподобно! <i>— откликнулись со всех сторон.</i>,Вот это бесподобно! ,3
792,sadness,sadness,yes,"Как жаль, как жаль, и как нарочно! <i>— с глубочайшим сожалением повторил несколько раз Ардалион Александрович. — </i>Доложите же, мой милый, что генерал Иволгин и князь Мышкин желали засвидетельствовать собственное свое уважение и чрезвычайно, чрезвычайно сожалели...","Как жаль, как жаль, и как нарочно! Доложите же, мой милый, что генерал Иволгин и князь Мышкин желали засвидетельствовать собственное свое уважение и чрезвычайно, чрезвычайно сожалели...",26
1877,disgust,disgust,yes,"Да, прежде я жила вот в этой; тут гадко, и затвориться даже нельзя было. Я тут очень много плакала.","Да, прежде я жила вот в этой; тут гадко, и затвориться даже нельзя было. Я тут очень много плакала.",19
95,sadness,sadness,yes,"Потерпи, дружок, <i>— говорит мать, — </i>потерпи до завтра; завтра будет! нынче на рынке все голодные волки поели! много волков, много волков, душенька!","Потерпи, дружок, потерпи до завтра; завтра будет! нынче на рынке все голодные волки поели! много волков, много волков, душенька!",19
25,sadness,sadness,yes,"Да, плохо спал... Вообще, брат, скверно себя чувствую. В голове пусто, замирания сердца, слабость какая-то... Бежать надо!","Да, плохо спал... Вообще, брат, скверно себя чувствую. В голове пусто, замирания сердца, слабость какая-то... Бежать надо!",17
5543,neutral,neutral,yes,"Успокойтесь, успокойтесь! Есть беда, но не та: здесь вышла ошибка.","Успокойтесь, успокойтесь! Есть беда, но не та: здесь вышла ошибка.",10
5823,neutral,neutral,yes,"Они больны, лежат в постели, никого не принимают! <i>— солгала и она.</i>","Они больны, лежат в постели, никого не принимают! ",8
1189,neutral,neutral,yes,"Ведомое дело, кому своего не жаль!","Ведомое дело, кому своего не жаль!",6
38,sadness,sadness,yes,"Ничего, так, без чаю... Эх!","Ничего, так, без чаю... Эх!",5
15,sadness,sadness,yes,"Вышла ночью из вагона, и до сих пор ее нет. Бежала ли она, свалилась ли под вагон, или, быть может, на станции где-нибудь осталась... Одним словом, нет ее!.. Ангел ты мой!","Вышла ночью из вагона, и до сих пор ее нет. Бежала ли она, свалилась ли под вагон, или, быть может, на станции где-нибудь осталась... Одним словом, нет ее!.. Ангел ты мой!",31
5315,neutral,neutral,yes,А я все-таки сестры обижать не позволю...,А я все-таки сестры обижать не позволю...,7
1851,guilt,sadness,yes,"Простите, князь, я нечаянно. О князь, в последнее время я узнал одного старика, моего названого отца... О, если б вы его видели, вы бы спокойнее... Лиза тоже так ценит его.","Простите, князь, я нечаянно. О князь, в последнее время я узнал одного старика, моего названого отца... О, если б вы его видели, вы бы спокойнее... Лиза тоже так ценит его.",30
105,disgust,disgust,yes,"Нет, не напился, а он толкается и не извиняется. Он свинья! вот что! <i>— пищал молодой человек, уже совершенно расплакавшись.</i>","Нет, не напился, а он толкается и не извиняется. Он свинья! вот что! ",13
12,sadness,sadness,yes,"Ох, <i>— застонала больная, — </i>красавица-барыня, сироточку-то мою не оставь; наши господа далеко, а ты.","Ох, красавица-барыня, сироточку-то мою не оставь; наши господа далеко, а ты.",11
228,disgust,disgust,yes,"Такая хорошенькая — и печет пироги! <i>— говорил сам с собой Иван Савич, — </i>ужас! ну, с чем это...","Такая хорошенькая — и печет пироги! ужас! ну, с чем это...",11
361,sadness,sadness,yes,"Не знаю уж, как и сказать, кого больше жаль! Дитя жаль, да все не так, все усну, так забуду, а мужа и во сне-то не забуду. И во сне он меня мучит. Молюсь, молюсь создателю: «Господи, упокой ты его, отжени от меня грех мой». А только усну, только заведу глаза, а он надо мною стоит. Вот совсем стоит. Чувствую, холодный такой, мокрый весь, синий, как известно, утопленник, а потом будто белеет; лицо опять человеческое становится, глазами смотрит все на меня и совсем как живой, совсем живой. Просто вот берет меня за плечи, целует, «Феня, говорит, моя, друг мой!»","Не знаю уж, как и сказать, кого больше жаль! Дитя жаль, да все не так, все усну, так забуду, а мужа и во сне-то не забуду. И во сне он меня мучит. Молюсь, молюсь создателю: «Господи, упокой ты его, отжени от меня грех мой». А только усну, только заведу глаза, а он надо мною стоит. Вот совсем стоит. Чувствую, холодный такой, мокрый весь, синий, как известно, утопленник, а потом будто белеет; лицо опять человеческое становится, глазами смотрит все на меня и совсем как живой, совсем живой. Просто вот берет меня за плечи, целует, «Феня, говорит, моя, друг мой!»",98
16,guilt,sadness,yes,"Кушайте, ваше-ство! Извините только, пожалуйста... У себя там вы привыкли к деликатности, а у нас так просто!","Кушайте, ваше-ство! Извините только, пожалуйста... У себя там вы привыкли к деликатности, а у нас так просто!",17
5161,guilt,sadness,yes,"Прощайте, <i>— отвечала ему Лиза. — </i>Простите, что я не пойду вас проводить: совсем разнемогаюсь.","Прощайте, Простите, что я не пойду вас проводить: совсем разнемогаюсь.",10
862,joy,joy,yes,"Ничего, бабушка: Я даже забывал, есть ли оно, нет ли. А если припоминал, так вот эти самые комнаты, потому что в них живет единственная женщина в мире, которая любит меня и которую я люблю... Зато только ее одну, и больше никого... Да вот теперь полюблю сестер, <i>— весело оборотился он, взяв руку Марфеньки и целуя ее, — </i>все полюблю здесь, — до последнего котенка!","Ничего, бабушка: Я даже забывал, есть ли оно, нет ли. А если припоминал, так вот эти самые комнаты, потому что в них живет единственная женщина в мире, которая любит меня и которую я люблю... Зато только ее одну, и больше никого... Да вот теперь полюблю сестер, все полюблю здесь, — до последнего котенка!",53
1125,guilt,sadness,yes,"Я... я... зашла на одну минуту, простите, что вас обеспокоила, <i>— заговорила она, запинаясь. — </i>Я от Катерины Ивановны, а ей послать было некого... А Катерина Ивановна приказала вас очень просить быть завтра на отпевании, утром... за обедней... на Митрофаниевском, а потом у нас... у ней... откушать... Честь ей сделать... Она велела просить.","Я... я... зашла на одну минуту, простите, что вас обеспокоила, Я от Катерины Ивановны, а ей послать было некого... А Катерина Ивановна приказала вас очень просить быть завтра на отпевании, утром... за обедней... на Митрофаниевском, а потом у нас... у ней... откушать... Честь ей сделать... Она велела просить.",48
22,sadness,sadness,yes,"Слова, слова, слова... Боже, какая скука!","Слова, слова, слова... Боже, какая скука!",6
1625,sadness,sadness,yes,"Но ее, бедняжку, мне ужасно и ужасно жалко. Теперь я все понимаю.","Но ее, бедняжку, мне ужасно и ужасно жалко. Теперь я все понимаю.",12
860,guilt,sadness,yes,"Как это грустно, <i>— говорила Женни, обращаясь к Бахареву, — </i>что мы с папой удержали Лизу и наделали вам столько хлопот и неприятностей.","Как это грустно, что мы с папой удержали Лизу и наделали вам столько хлопот и неприятностей.",16
179,neutral,neutral,yes,"Я сам знаю, что я, может быть, сброд всех самолюбий и больше ничего, <i>— начал я, — </i>но не прошу прощения.","Я сам знаю, что я, может быть, сброд всех самолюбий и больше ничего, но не прошу прощения.",17
1451,neutral,neutral,yes,Это я... так... на дворе грязно.,Это я... так... на дворе грязно.,6
2973,sadness,sadness,yes,"Да, я кокетничала с ним, водила за нос, сделала несчастным... потом, по вашему мнению, принимаюсь за вас! <i>— произнесла она сдержанным голосом, и в голосе ее опять закипели слезы обиды.</i>","Да, я кокетничала с ним, водила за нос, сделала несчастным... потом, по вашему мнению, принимаюсь за вас! ",17
1105,neutral,neutral,yes,"Вино такая вещь, господа, <i>— говорил он, — </i>что мало выпить его невозможно, а много выпьешь — еще больше захочется. А выпивши — особливо если кто в помпадурском звании состоит — непременно кого-нибудь обидишь. А потому я не пью, хотя другим препятствовать не желаю: пусть кушают на здоровье!","Вино такая вещь, господа, что мало выпить его невозможно, а много выпьешь — еще больше захочется. А выпивши — особливо если кто в помпадурском звании состоит — непременно кого-нибудь обидишь. А потому я не пью, хотя другим препятствовать не желаю: пусть кушают на здоровье!",44
43,disgust,disgust,yes,"Лукерья Ивановна — может быть, но я... нет! меня... увольте! Да и кому наконец этот предмет нужен... «соединение общества»... да еще здешнего?!","Лукерья Ивановна — может быть, но я... нет! меня... увольте! Да и кому наконец этот предмет нужен... «соединение общества»... да еще здешнего?!",22
143,neutral,neutral,yes,"Еще есть надежда. Я надеюсь тронуть его моими слезами и отчаянием. Он упрям, но он так меня любит.","Еще есть надежда. Я надеюсь тронуть его моими слезами и отчаянием. Он упрям, но он так меня любит.",18
64,neutral,neutral,yes,"Что вы, <i>— говорю, — </i>второродительница, на таком месте усевшись?","Что вы, второродительница, на таком месте усевшись?",7
3872,disgust,disgust,yes,"Я не хочу, не пойду... вы дерзкий! забываетесь... <i>— говорила она, стараясь нейти за ним и вырывая у него руку, и против воли шла. — </i>Что вы делаете, как смеете! Пустите, я закричу!.. Не хочу слушать вашего соловья!","Я не хочу, не пойду... вы дерзкий! забываетесь... Что вы делаете, как смеете! Пустите, я закричу!.. Не хочу слушать вашего соловья!",21
37,joy,joy,yes,"Господин Каратыгин играл... уж я плакала, плакала... И какой видный мужчина! Я до смерти люблю плакать...","Господин Каратыгин играл... уж я плакала, плакала... И какой видный мужчина! Я до смерти люблю плакать...",16
359,surprise: negative,surprise,yes,"Отчего же, дочь! не может быть?.. и Христос умер!.. молись...","Отчего же, дочь! не может быть?.. и Христос умер!.. молись...",10
2053,guilt,sadness,yes,"Слаба... <i>— проговорила она измученным каким-то голосом, — </i>простите, слаба, не могу... Виновата...","Слаба... простите, слаба, не могу... Виновата...",6
433,disgust,disgust,yes,"Да с каким!.. Какая ты, ей-Богу, скучная!","Да с каким!.. Какая ты, ей-Богу, скучная!",7
3827,joy,joy,yes,"Так пойдемте! А как хорошо поет — слышите, слышите? отсюда слышно! Тут филин было в дупле начал кричать — и тот замолчал. Пойдемте.","Так пойдемте! А как хорошо поет — слышите, слышите? отсюда слышно! Тут филин было в дупле начал кричать — и тот замолчал. Пойдемте.",23
1524,neutral,neutral,yes,Я уйду. Объявления о браке сегодня не будет? <i>— прибавила она с нерешимостью.</i>,Я уйду. Объявления о браке сегодня не будет? ,8
177,fear,fear,yes,"Друг мой, ни слова об этом! <i>— перебил дядя, как будто в испуге и даже понизив голос, — </i>после, после это все объяснится. Я, может быть, и виноват перед тобою и даже, может быть, очень виноват, но...","Друг мой, ни слова об этом! после, после это все объяснится. Я, может быть, и виноват перед тобою и даже, может быть, очень виноват, но...",25
1374,surprise: negative,surprise,yes,"Да что такое? О чем вы просите? <i>— с волнением, почти с досадой отвечала она, отворачиваясь от него. — Я все забыла... я такая беспамятная!</i>",Да что такое? О чем вы просите? ,7
133,sadness,sadness,yes,"Мамочка, это не надо! <i>— зарыдала она. — </i>Это не надо!","Мамочка, это не надо! Это не надо!",7
2691,guilt,sadness,yes,"Простите, я позабыла, что вы бессмертны.","Простите, я позабыла, что вы бессмертны.",6
20,sadness,sadness,yes,"Ах, ужасно! Последние не минуты, а часы он не переставая кричал. Трое суток сряду он, не переводя голосу, кричал. Это было невыносимо. Я не могу понять, как я вынесла это; за тремя дверьми слышно было. Ах! что я вынесла!","Ах, ужасно! Последние не минуты, а часы он не переставая кричал. Трое суток сряду он, не переводя голосу, кричал. Это было невыносимо. Я не могу понять, как я вынесла это; за тремя дверьми слышно было. Ах! что я вынесла!",39
13,disgust,disgust,yes,"Заходил утром... Лежит... Прислугой помыкает... То ей не так подали, другое... Невыносимая женщина! Не понимаю, за что ты и любишь ее, бог с ней совсем... Дал бы бог, развязала бы она тебя, несчастного... Пожил бы ты на свободе, повеселился... на другой бы оженился... Ну, ну, не буду! Не хмурься! Я ведь так только, по-стариковски... По мне, как знаешь... Хочешь — люби, хочешь — не люби, а я ведь так... добра желаючи... Не живет с тобой, знать тебя не хочет... что ж это за жена? Некрасивая, хилая, злонравная... И жалеть не за что... Пущай бы...","Заходил утром... Лежит... Прислугой помыкает... То ей не так подали, другое... Невыносимая женщина! Не понимаю, за что ты и любишь ее, бог с ней совсем... Дал бы бог, развязала бы она тебя, несчастного... Пожил бы ты на свободе, повеселился... на другой бы оженился... Ну, ну, не буду! Не хмурься! Я ведь так только, по-стариковски... По мне, как знаешь... Хочешь — люби, хочешь — не люби, а я ведь так... добра желаючи... Не живет с тобой, знать тебя не хочет... что ж это за жена? Некрасивая, хилая, злонравная... И жалеть не за что... Пущай бы...",94
145,sadness,sadness,yes,"Не покидайте меня, <i>— сказала она, и глаза ее наполнились слезами. — </i>Я одна, я совершенно одна!","Не покидайте меня, Я одна, я совершенно одна!",8
693,surprise: negative,surprise,yes,"Боже ты мой! <i>— говорил бедный князь. — </i>Я вот только не-много за-был, зачем я сюда приехал, но я сей-час вспом-ню. Уведи ты меня, братец, куда-ни-будь, а то меня растерзают! Притом же... мне не-мед-ленно надо записать одну новую мысль...","Боже ты мой! Я вот только не-много за-был, зачем я сюда приехал, но я сей-час вспом-ню. Уведи ты меня, братец, куда-ни-будь, а то меня растерзают! Притом же... мне не-мед-ленно надо записать одну новую мысль...",34
634,sadness,sadness,yes,"Ах, даже очень, очень жаль!","Ах, даже очень, очень жаль!",5
150,joy,joy,yes,"Нынешнее молодое поколение удивительно как быстро развивается! <i>— замечает Голынцев, — </i>я уверен, что Надимову всего каких-нибудь шестнадцать лет в то время, когда он вступает на сцену... Notez bien cela <i>— прибавляет Голынцев, обращаясь к Cемионовичу.</i>",Нынешнее молодое поколение удивительно как быстро развивается! ,7
2372,joy,joy,yes,"Поросеночка, да молочненького, да ежели с неделю еще сливочками подкормить... Это — что же такое!","Поросеночка, да молочненького, да ежели с неделю еще сливочками подкормить... Это — что же такое!",15
2368,surprise: negative,surprise,yes,Милочка! какие подозрения... фуй! Бедная моя! надобно как можно скорее вырвать тебя из этой порочной среды... Воздуху надо! воздуху! Милочка! никогда так не говори! прошу тебя... никогда!,Милочка! какие подозрения... фуй! Бедная моя! надобно как можно скорее вырвать тебя из этой порочной среды... Воздуху надо! воздуху! Милочка! никогда так не говори! прошу тебя... никогда!,27
4,anger,anger,yes,"Аграфена! <i>— раздалось вдруг из другой комнаты, — </i>ты, никак, с ума сошла! разве не знаешь, что Сашенька почивает! Подралась, что ли, с своим возлюбленным на прощанье?","Аграфена! ты, никак, с ума сошла! разве не знаешь, что Сашенька почивает! Подралась, что ли, с своим возлюбленным на прощанье?",20
146,guilt,sadness,yes,"А верст шестьдесят будет. Как жаль мне, что нечего вам покушать! не хотите ли, батюшка, выпить чаю?","А верст шестьдесят будет. Как жаль мне, что нечего вам покушать! не хотите ли, батюшка, выпить чаю?",17
1243,disgust,disgust,yes,Терпеть я тебя не могу за эту дрянную манеру. Какого ты черта все идеальничаешь?,Терпеть я тебя не могу за эту дрянную манеру. Какого ты черта все идеальничаешь?,14
1034,sadness,sadness,yes,"Нет, Егор Ильич, нет! уж оставим лучше, <i>— отвечала Настенька, в свою очередь совершенно упав духом. — </i>Это все пустое, <i>— продолжала она, сжимая его руки и заливаясь слезами. — </i>Это вы после вчерашнего так... но не может этого быть, вы сами видите. Мы ошиблись, Егор Ильич... А я о вас всегда буду помнить, как о моем благодетеле и... и вечно, вечно буду молиться за вас!","Нет, Егор Ильич, нет! уж оставим лучше, Это вы после вчерашнего так... но не может этого быть, вы сами видите. Мы ошиблись, Егор Ильич... А я о вас всегда буду помнить, как о моем благодетеле и... и вечно, вечно буду молиться за вас!",43
1992,neutral,neutral,yes,Да и его самого не меньше жаль: парень молодой.,Да и его самого не меньше жаль: парень молодой.,9
3072,neutral,neutral,yes,"Не знаю, мне ночью снилось сегодня, что меня задушил мокрою тряпкой... один человек... ну, я вам скажу кто: представьте себе — Рогожин! Как вы думаете, можно задушить мокрою тряпкой человека?","Не знаю, мне ночью снилось сегодня, что меня задушил мокрою тряпкой... один человек... ну, я вам скажу кто: представьте себе — Рогожин! Как вы думаете, можно задушить мокрою тряпкой человека?",30
